treeID,stemID,tag,StemTag,sp,quadrat,gx,gy,MeasureID,CensusID,dbh,pom,hom,ExactDate,DFstatus,codes,nostems,status,date
66376,125115,78176,142878,CECSCH,1017,181.57,339.79,462699,5,203,1.3,1.3,15356,alive,SPROUT;A,2,A,NA
66406,81040,78210,78210,CASARB,1017,193.13,332.38,462706,5,145,1.4,1.4,15357,alive,MAIN;A,1,A,NA
66534,81229,78397,78397,INGVER,1117,214.03,336.78,462770,5,136,1.35,1.35,15358,alive,MAIN;A,1,A,NA
66543,81238,78404,78404,CECSCH,1117,209.9,320.07,462775,5,273,1.5,1.48,15358,alive,MAIN;A,1,A,NA
66911,81729,78883,78883,INGVER,1016,186.48,317.81,462872,5,95,1.25,1.26,15300,alive,MAIN;A,1,A,NA
67089,81990,79124,79124,PREMON,1016,197.24,314.33,462937,5,160,1.3,1.3,15301,alive,MAIN;A,1,A,NA
69235,84589,8166,8166,SLOBER,402,65.84,20.84,438881,5,33,1.3,1.3,15145,alive,MAIN;A;ST,3,A,NA
69297,84653,81720,81720,CECSCH,1416,277.05,302.61,463334,5,145,1.3,1.3,15308,alive,MAIN;A,1,A,NA
69583,84987,82066,82066,CASARB,1516,282.01,306.26,463387,5,37,1.25,1.25,15309,alive,MAIN;A,2,A,NA
69752,85180,82249,82249,BYRSPI,1516,285.36,312.17,463415,5,183,1.15,1.15,15309,alive,MAIN;A,1,A,NA
69918,85386,82442,82442,CECSCH,1516,290.71,315.14,463447,5,181,1.3,1.3,15309,alive,MAIN;A,1,A,NA
70021,85524,8258,8258,PREMON,603,111.23,47.36,438910,5,148,1.3,1.3,15168,alive,MAIN;A,1,A,NA
70362,85902,82942,82942,TRIPAL,1516,295.25,315.43,463505,5,20,1.3,1.3,15309,alive,MAIN;A,1,A,NA
70383,85926,82966,82966,SCHMOR,1516,299.9,314.89,463506,5,240,1.3,1.3,15310,alive,MAIN;A,1,A,NA
70395,85938,82978,82978,SCHMOR,1516,298.74,313.61,463507,5,138,1.3,1.3,15310,alive,MAIN;A,1,A,NA
71009,86715,8372,8372,GUAGLA,703,131.56,47.21,438946,5,28.7,1.3,1.3,15169,alive,MAIN;A,1,A,NA
72015,87896,8490,8490,MANBID,603,109.94,59.25,438996,5,84,1.3,1.3,15168,alive,MAIN;A,1,A,NA
72053,87945,84947,84947,MANBID,1418,271.38,354.31,463732,5,45.3,1.3,1.3,15359,alive,MAIN;A,1,A,NA
72188,88109,8510,8510,SLOBER,110,8.83,189.63,439011,5,150,1.45,1.45,15244,alive,MAIN;A,1,A,NA
72227,88165,85149,85149,MYRSPL,1619,308.94,370.11,463761,5,38.6,1.3,1.3,15362,alive,MAIN;A,1,A,NA
72563,88533,8551,8551,CORSUL,210,33.76,196.95,439038,5,131,1.5,1.48,15245,alive,MAIN;A,1,A,NA
73098,89196,861,861,DACEXC,103,12.87,51.44,434592,5,67,1.3,1.3,15161,alive,MAIN;A,1,A,NA
73304,89437,8634,8634,PREMON,510,93.08,190.22,439096,5,174,1.35,1.33,15250,alive,MAIN;A,1,A,NA
73348,89483,86381,86381,GUAGUI,1419,267.28,370.88,463896,5,108,1.3,1.3,15359,alive,MAIN;A,1,A,NA
74657,90973,87844,87844,CASSYL,1218,236.67,353.05,464129,5,28,1.3,1.3,15358,alive,MAIN;A,1,A,NA
74691,91026,879,879,MANBID,103,10.97,53.49,434603,5,35.5,1.3,1.3,15161,alive,MAIN;A,1,A,NA
74789,91139,88001,88001,CORBOR,1218,231.83,354.86,464146,5,34.3,1.3,1.3,15357,alive,MAIN;A,1,A,NA
74822,126294,88040,148510,CASSYL,1218,230.52,357.84,464155,5,35.8,1.3,1.3,15357,alive,SPROUT;A,2,A,NA
74884,91253,8811,8811,HOMRAC,1010,189.22,183.12,439222,5,333,1.8,1.8,15264,alive,MAIN;A,3,A,NA
74955,91345,88202,88202,CECSCH,1119,214.4,364.64,464188,5,240,1.45,1.45,15358,alive,MAIN;A,1,A,NA
75121,91549,8840,8840,BUCTET,1110,210.26,181.43,439242,5,152,1.2,1.2,15265,alive,MAIN;A,1,A,NA
75122,91550,88400,88400,CORBOR,1119,204.15,372.19,464223,5,37.1,1.3,1.3,15357,alive,MAIN;A,1,A,NA
75486,91986,88840,88840,SCHMOR,1118,202.83,351.99,464310,5,61,1.3,1.3,15357,alive,MAIN;A,1,A,NA
75553,92082,88934,88934,TETBAL,1118,206.74,358.15,464320,5,65,1.3,1.28,15357,alive,MAIN;A,1,A,NA
75754,92330,8917,8917,TABHET,1310,248,180.74,439264,5,117,1.3,1.3,15272,alive,MAIN;A,1,A,NA
76027,92646,89468,89468,PREMON,919,178.44,372.19,464437,5,154,1.3,1.3,15356,alive,MAIN;A,1,A,NA
76186,160888,89629,175062,CASARB,819,144.48,361.21,486576,5,12.7,1.3,1.3,15317,alive,SPROUT;A,5,A,NA
76517,93225,90024,90024,INGLAU,1018,194.55,349.43,464510,5,86,1.3,1.3,15356,alive,MAIN;A,1,A,NA
76743,93487,90270,90270,PREMON,918,167.68,353.82,464544,5,131,1.3,1.3,15356,alive,MAIN;A,1,A,NA
77437,94310,9106,9106,HIRRUG,203,37.47,58.17,439390,5,81,1.25,1.27,15166,alive,MAIN;A,1,A,NA
77836,94758,91491,91491,CORBOR,718,137.27,355.1,464690,5,NA,NA,NA,15315,broken below,MAIN;A;LS;B,1,A,NA
77840,94762,91496,91496,CECSCH,718,137.64,355.95,464691,5,323,1.3,1.3,15315,alive,MAIN;A,1,A,NA
78221,95215,91969,91969,ALCFLO,518,90.43,340.32,464792,5,197,1.2,1.21,15314,alive,MAIN;A,1,A,NA
78283,95293,92043,92043,CASARB,618,116.92,351.5,464815,5,79,1.35,1.36,15315,alive,MAIN;A,1,A,NA
78339,95352,92102,92102,CASSYL,618,111.59,348.82,464829,5,24.6,1.3,1.3,15315,alive,MAIN;A,1,A,NA
78686,126785,92556,143515,SLOBER,418,71.01,344.49,464973,5,36,1.3,1.3,15313,alive,SPROUT;A,2,A,NA
78779,126795,92684,145651,OCOLEU,719,129.4,379.7,465003,5,15.7,1.3,1.3,15317,alive,SPROUT;A,2,A,NA
79174,96382,93148,93148,SCHMOR,619,106.01,360.33,465076,5,61,1.3,1.3,15317,alive,MAIN;A,1,A,NA
79514,126890,93562,143487,SCHMOR,418,69.42,356.88,465135,5,37.2,1.3,1.3,15313,alive,SPROUT;A,2,A,NA
79538,96852,93593,93593,CECSCH,418,64.83,354.02,465153,5,211,1.35,1.35,15313,alive,MAIN;A,1,A,NA
79935,97316,94040,94040,OCOLEU,319,45.8,375.7,465244,5,NA,NA,NA,15310,broken below,MAIN;A;LS;B,1,A,NA
80161,97607,94356,94356,CECSCH,219,28.78,371.26,465364,5,219,1.25,1.24,15314,alive,MAIN;A,1,A,NA
80308,97791,94535,94535,IXOFER,118,4.84,341.36,465419,5,33.4,1.3,1.3,15309,alive,MAIN;A,1,A,NA
80381,97884,94621,94375,CASARB,219,29.08,374.48,465463,5,74,1.3,1.3,15314,alive,SPROUT;A,4,A,NA
80493,98031,9477,9477,MANBID,311,45.88,200.16,439568,5,407,1.35,1.36,15247,alive,MAIN;A,1,A,NA
80881,98521,9525,9525,DENARB,511,89.67,219.62,439607,5,333,1.35,1.35,15250,alive,MAIN;A,1,A,NA
81524,99280,9598,9598,GUAGUI,710,137.15,180.88,439669,5,151,1.3,1.3,15251,alive,MAIN;A,1,A,NA
81565,99333,96023,96023,COMGLA,1621,318.97,403.06,465717,5,NA,NA,NA,15379,broken below,MAIN;A;LS;B,1,A,NA
81602,99387,9607,9607,PREMON,711,121.72,208.98,439675,5,180,1.3,1.3,15253,alive,MAIN;A,1,A,NA
81621,99406,9609,9609,PREMON,711,120.05,216.51,439676,5,142,1.35,1.35,15253,alive,MAIN;A,1,A,NA
81736,99532,9621,9621,PREMON,711,134.58,218.08,439684,5,197,1.35,1.34,15253,alive,MAIN;A,1,A,NA
81804,99602,96278,96278,CASARB,1521,289.75,408.75,465758,5,188,1.3,1.3,15379,alive,MAIN;A,1,A,NA
82139,100013,96690,96690,CORBOR,1321,250.93,402.41,465812,5,21.2,1.3,1.3,15378,alive,MAIN;A,1,A,NA
82264,100164,96845,96845,CECSCH,1321,258.68,413.57,465870,5,172,1.3,1.3,15378,alive,MAIN;A,1,A,NA
82412,156100,97020,172425,LAEPRO,1321,246.18,413.07,465933,5,91,1.3,1.3,15378,alive,SPROUT;A,3,A,NA
82515,100482,97140,97140,MICAFF,1320,242.41,395.8,465995,5,NA,NA,NA,15383,broken below,MAIN;A;LS;B,3,A,NA
82590,100570,97234,97234,SLOBER,1420,263.22,392.55,466021,5,94,1.3,1.3,15386,alive,MAIN;A,1,A,NA
82991,101056,97728,97728,PREMON,1320,244.7,384.7,466116,5,148,1.3,1.3,15383,alive,MAIN;A,1,A,NA
84220,127684,99306,153154,MICPRA,1020,181.51,384.36,466410,5,16,1.3,1.3,15378,alive,SPROUT;A,3,A,NA
84223,127687,99312,51974,CASSYL,1020,180.87,382.89,466412,5,38.2,1.3,1.3,15378,alive,SPROUT;A,3,A,NA
84254,102710,9936,9936,PREMON,1611,302.96,215.35,439917,5,168,1.25,1.24,15280,alive,MAIN;A;T,1,A,NA
84294,102761,99409,99409,SLOBER,920,179,390.19,466438,5,35.2,1.3,1.3,15377,alive,MAIN;A,1,A,NA
84733,103333,99957,99957,SCHMOR,921,165.95,410.29,466566,5,229,1.2,1.18,15373,alive,MAIN;A,1,A,NA
84783,103386,100712,100712,PREMON,821,143.54,410.84,466744,5,151,1.3,1.3,15370,alive,MAIN;A,1,A,NA
84785,103388,101145,101145,PREMON,820,155.93,391.19,466851,5,144,1.3,1.3,15376,alive,MAIN;A,1,A,NA
84837,103440,10611,10611,PREMON,412,66.49,225.92,440409,5,172,1.3,1.3,15251,alive,MAIN;A,1,A,NA
84871,103474,109440,109440,PREMON,522,85.85,429.48,468860,5,135,1.3,1.3,15369,alive,MAIN;A,1,A,NA
84972,103575,116878,116878,PREMON,923,175.91,440.32,470404,5,176,1.3,1.3,15404,alive,MAIN;A,1,A,NA
84974,103577,117011,117011,PREMON,1024,183.03,477.08,470440,5,134,1.25,1.24,15397,alive,MAIN;A,1,A,NA
84983,103586,117539,117539,PREMON,923,160.58,441.13,470519,5,133,1.35,1.35,15401,alive,MAIN;A,1,A,NA
84984,103587,11763,11763,PREMON,1001,180.67,13,440999,5,136,1.3,1.3,15153,alive,MAIN;A,1,A,NA
85012,103615,119926,119926,PREMON,724,124.89,466.1,471072,5,93,1.3,1.3,15392,alive,MAIN;A,1,A,NA
85042,103645,121971,121971,PREMON,523,90.66,443.28,471624,5,136,1.3,1.3,15393,alive,MAIN;A,1,A,NA
85054,103657,12286,12286,PREMON,714,127.77,264.67,441276,5,133,1.3,1.3,15288,alive,MAIN;A,1,A,NA
85081,103684,125997,125997,PREMON,123,0.39,441.2,472754,5,140,1.3,1.3,15385,alive,MAIN;A,1,A,NA
85807,104475,127350,127350,MYRSPL,1021,186.52,412.31,473066,5,13.9,1.3,1.3,15376,alive,MAIN;A,1,A,NA
86254,104961,128203,128203,CASARB,324,59.87,461.64,473245,5,75,1.3,1.3,15386,alive,MAIN;A,1,A,NA
86262,104969,128221,128221,BYRSPI,523,99.5,444.7,473258,5,29.3,1.3,1.3,15394,alive,MAIN;A,1,A,NA
86613,105356,128889,128889,BYRSPI,924,169.37,463.66,473417,5,38.5,1.25,1.25,15397,alive,MAIN;A,1,A,NA
87168,105946,16157,16157,PREMON,502,88.06,25.6,443686,5,157,1.3,1.3,15146,alive,MAIN;A,1,A,NA
87190,105968,18600,18600,PREMON,124,2.76,464.1,445223,5,125,1.3,1.3,15385,alive,MAIN;A,1,A,NA
87273,106051,25558,25558,PREMON,1306,243.01,105.14,448464,5,125,1.3,1.3,15197,alive,MAIN;A,1,A,NA
87321,106099,26148,26148,SLOBER,409,60.49,166.59,448620,5,53,1.3,1.3,15247,alive,MAIN;A,1,A,NA
87503,106313,26445,26445,CECSCH,909,162.31,165.33,448714,5,102,1.4,1.4,15261,alive,MAIN;A,2,A,NA
87627,106441,30763,30763,PREMON,1207,236.51,130.89,450408,5,156,1.3,1.3,15239,alive,MAIN;A,1,A,NA
87798,106615,33764,33764,SLOBER,301,43.02,2.07,451204,5,21.3,1.3,1.3,15142,alive,MAIN;A,1,A,NA
87843,106667,33939,33939,SLOBER,803,150.08,55.3,451252,5,20.5,1.3,1.3,15169,alive,MAIN;A,1,A,NA
87927,106764,35129,35129,SLOBER,1310,258.76,191.2,451336,5,57,1.3,1.28,15272,alive,MAIN;A,1,A,NA
88235,107087,35690,35690,CASARB,1507,290.27,134.52,451499,5,20.9,1.3,1.3,15243,alive,MAIN;A,1,A,NA
88680,121194,36643,139332,DACEXC,913,161.4,244.65,451774,5,38.8,1.3,1.3,15292,alive,SPROUT;A,3,A,NA
88768,107699,36806,36806,MICPRA,1514,292.4,273.56,451803,5,15.2,1.3,1.3,15301,alive,MAIN;A,1,A,NA
89105,108085,37565,37565,CECSCH,919,161,366.88,451948,5,276,1.55,1.55,15356,alive,MAIN;A,1,A,NA
89331,108321,38044,38044,TETBAL,115,1.44,284.27,452085,5,NA,NA,NA,15281,stem dead,MAIN;A;LS;DP;ST,1,A,NA
89383,108381,38141,38141,OCOLEU,616,101.03,308.54,452105,5,NA,NA,NA,15292,stem dead,MAIN;A;LS;DP;ST,1,A,NA
90089,109206,39904,39904,INGLAU,319,47.7,369.8,452454,5,31.8,1.3,1.3,15310,alive,MAIN;A,1,A,NA
90176,121436,40290,129886,CORBOR,501,88.93,4.91,452564,5,45,1.4,1.4,15147,alive,SPROUT;A,2,A,NA
90212,109340,40404,40404,PREMON,1110,211.26,195.22,452610,5,106,1.3,1.3,15265,alive,MAIN;A,1,A,NA
90400,109538,43089,43089,PREMON,208,32.69,147,453476,5,164,1.3,1.3,15205,alive,MAIN;A,1,A,NA
90460,109601,43423,43423,SLOBER,1103,205.7,46.04,453553,5,NA,NA,NA,15174,broken below,MAIN;A;LS;B,1,A,NA
90496,109639,43488,43488,SCHMOR,1302,256.74,34.7,453572,5,122,1.3,1.3,15154,alive,MAIN;A,1,A,NA
90764,109954,43897,43897,SLOBER,1602,305.35,28.5,453657,5,24.6,1.3,1.3,15160,alive,MAIN;A,1,A,NA
90997,110209,44240,44240,SLOBER,1104,204.33,77.55,453728,5,NA,NA,NA,15180,broken below,MAIN;A;LS;B,1,A,NA
91073,110291,44359,44359,HIRRUG,1503,295.08,41.24,453757,5,19.9,1.3,1.3,15182,alive,MAIN;A;ST,1,A,NA
91078,110297,44369,44369,HIRRUG,1603,302.77,40.7,453759,5,16,1.3,1.3,15182,alive,MAIN;A,1,A,NA
91135,110358,44460,44460,CORBOR,1306,257.99,114.21,453796,5,26.4,1.3,1.3,15197,alive,MAIN;A,1,A,NA
91431,110680,44939,44939,SLOBER,505,86.92,86.72,453938,5,NA,NA,NA,15191,broken below,MAIN;A;LS;B,1,A,NA
91483,110735,45168,45168,PREMON,1609,317.28,171.96,454035,5,133,1.3,1.3,15278,alive,MAIN;A,1,A,NA
91484,110736,45179,45179,PREMON,1609,316.99,165.56,454044,5,155,1.3,1.3,15278,alive,MAIN;A,1,A,NA
91497,110749,45561,45561,PREMON,1109,217.24,160.12,454228,5,140,1.3,1.3,15266,alive,MAIN;A,1,A,NA
91556,110811,45897,45897,PREMON,909,173.73,164.58,454371,5,127,1.3,1.3,15261,alive,MAIN;A,1,A,NA
91798,111080,49012,49012,PREMON,314,56.67,267.22,454941,5,135,1.3,1.3,15282,alive,MAIN;A,1,A,NA
91994,160685,49440,174696,MICPRA,1615,300.65,283.84,486373,5,11.7,1.3,1.3,15309,alive,SPROUT;A,2,A,NA
92311,111662,50609,50609,PREMON,1210,239.94,194.12,455428,5,155,1.3,1.3,15266,alive,MAIN;A,1,A,NA
92313,111664,50687,50687,PREMON,1610,300.55,193.05,455446,5,142,1.3,1.3,15275,alive,MAIN;A,1,A,NA
92538,111917,51220,51220,BYRSPI,1114,214.05,260.3,455626,5,24,1.3,1.3,15293,alive,MAIN;A,1,A,NA
92611,111996,51377,51377,DACEXC,813,155.81,255.62,455684,5,23.8,1.3,1.28,15287,alive,MAIN;A,1,A,NA
92748,112145,51655,51655,MANBID,1218,235.84,354.08,455772,5,42,1.3,1.3,15358,alive,MAIN;A,1,A,NA
92906,122285,51986,153230,CASARB,1020,186.76,391.89,455861,5,18.9,1.3,1.3,15378,alive,SPROUT;A;ST,3,A,NA
92908,122287,51989,153319,CASARB,1020,190.33,385.43,455863,5,16.1,1.3,1.3,15378,alive,SPROUT;A,2,A,NA
93420,112900,53563,53563,PREMON,1311,255.74,212.41,456254,5,146,1.3,1.3,15275,alive,MAIN;A,1,A,NA
93669,122666,56383,136263,DACEXC,1108,208.29,147.56,456969,5,34.8,1.3,1.3,15239,alive,SPROUT;A,3,A,NA
93838,113353,56688,56688,CHIDOM,814,158.87,270.72,457059,5,18.7,1.3,1.3,15292,alive,MAIN;A,1,A,NA
93864,113382,56729,56729,CASARB,1508,283.82,150.19,457075,5,30.2,1.3,1.3,15244,alive,MAIN;A,1,A,NA
94009,113544,60419,60419,PREMON,1612,315.77,230.64,457936,5,182,1.3,1.3,15282,alive,MAIN;A,1,A,NA
94059,113594,63849,63849,PREMON,113,10.83,253.85,458877,5,159,1.3,1.3,15280,alive,MAIN;A,1,A,NA
94148,113683,70546,70546,PREMON,715,134.02,289,460393,5,140,1.3,1.3,15294,alive,MAIN;A,1,A,NA
94152,113687,70612,70612,PREMON,615,119.43,294.41,460417,5,156,1.25,1.24,15294,alive,MAIN;A,1,A,NA
94168,113703,71524,71524,PREMON,315,56.7,294.52,460864,5,182,1.3,1.3,15288,alive,MAIN;A,1,A,NA
94183,113718,71990,71990,PREMON,115,17.47,297.44,461095,5,123,1.3,1.3,15281,alive,MAIN;A,1,A,NA
94269,113804,7922,7922,PREMON,1409,274.96,168.12,438776,5,153,1.3,1.3,15272,alive,MAIN;A,1,A,NA
94330,113865,87240,87240,PREMON,1219,230.73,373.52,464033,5,129,1.3,1.3,15358,alive,MAIN;A,1,A,NA
94332,113867,87325,87325,PREMON,1119,215.4,365.39,464050,5,129,1.3,1.3,15358,alive,MAIN;A,1,A,NA
94412,113947,95113,95113,PREMON,218,36.75,342.76,465619,5,100,1.35,1.35,15309,alive,MAIN;A,1,A,NA
94476,114011,98314,98314,PREMON,1220,239.3,382.47,466238,5,128,1.3,1.3,15383,alive,MAIN;A,1,A,NA
94481,114016,98854,98854,PREMON,1120,211.24,388.29,466332,5,134,1.3,1.3,15379,alive,MAIN;A,1,A,NA
94661,128011,113372,113372,PREMON,1325,246.39,489.42,469664,5,129,1.3,1.3,15406,alive,MAIN;A,1,A,NA
94672,128022,113770,113770,PREMON,1324,257.83,466.24,469753,5,125,1.3,1.3,15399,alive,MAIN;A,1,A,NA
94700,128050,115217,115217,PREMON,1124,215.98,473.9,470007,5,128,1.3,1.3,15398,alive,MAIN;A,1,A,NA
94754,128104,117970,117970,PREMON,924,177.55,466.7,470599,5,131,1.3,1.3,15397,alive,MAIN;A,1,A,NA
94771,128121,118674,118674,PREMON,824,141.92,477.29,470738,5,121,1.3,1.3,15394,alive,MAIN;A,1,A,NA
94786,128136,119555,119555,PREMON,723,136.38,449.66,470983,5,117,1.3,1.3,15399,alive,MAIN;A,1,A,NA
94831,128181,12253,12253,PREMON,614,115.54,270.53,441243,5,188,1.3,1.3,15287,alive,MAIN;A,1,A,NA
94838,128188,123320,123320,PREMON,423,62.23,451.73,471949,5,151,1.3,1.3,15391,alive,MAIN;A,1,A,NA
94862,128212,125869,125869,PREMON,123,3.14,458.02,472706,5,151,1.3,1.3,15385,alive,MAIN;A,1,A,NA
94868,128218,126082,126082,PREMON,402,66.97,34.7,472783,5,146,1.3,1.3,15145,alive,MAIN;A,1,A,NA
94888,128238,126685,126685,PREMON,1621,308.08,404.6,472905,5,143,1.3,1.3,15379,alive,MAIN;A,1,A,NA
94953,128303,127907,127907,PREMON,822,142.66,425.23,473164,5,113,1.3,1.3,15373,alive,MAIN;A,1,A,NA
94972,128322,128601,128601,PREMON,723,124.46,459.88,473362,5,100,1.3,1.3,15399,alive,MAIN;A,1,A,NA
94982,128332,128872,128872,PREMON,824,157.86,466.56,473411,5,132,1.35,1.33,15394,alive,MAIN;A,1,A,NA
95108,128488,129839,129839,BUCTET,501,83.95,4.43,473662,5,34.9,1.3,1.3,15146,alive,MAIN;A,1,A,NA
95354,128774,130481,130481,CORBOR,505,80.47,82.44,473855,5,16.2,1.3,1.3,15191,alive,MAIN;A,1,A,NA
95376,128798,130550,130550,SLOBER,905,174.43,81.96,473888,5,18.3,1.3,1.3,15196,alive,MAIN;A;C,1,A,NA
95492,161066,130897,173675,SLOBER,608,114.5,157.34,486754,5,13.5,1.3,1.3,15212,alive,SPROUT;A,2,A,NA
95656,129113,131519,131519,OCOLEU,402,79.74,22.76,474157,5,23.6,1.3,1.3,15145,alive,MAIN;A;C,1,A,NA
95662,129119,131531,131531,SWIMAC,502,81.38,35.17,474162,5,49.2,1.3,1.3,15146,alive,MAIN;A,1,A,NA
95667,129124,131542,131542,CASSYL,502,85.52,35.52,474167,5,24.5,1.3,1.3,15146,alive,MAIN;A,1,A,NA
95759,129221,131736,131736,CASARB,1502,292.34,24.7,474252,5,25.7,1.3,1.3,15159,alive,MAIN;A,1,A,NA
95808,129274,131802,131802,CASARB,1602,316.3,30.09,474300,5,31.1,1.3,1.3,15160,alive,MAIN;A,1,A,NA
95932,129432,132070,132070,CORBOR,203,27.52,46.12,474421,5,14,1.3,1.3,15163,alive,MAIN;A,1,A,NA
95966,129471,132133,132133,CASARB,303,41.28,44.13,474446,5,61,1.3,1.3,15166,alive,MAIN;A,1,A,NA
95968,129473,132135,132135,EUGDOM,303,43.53,43.2,474448,5,86,1.3,1.3,15166,alive,MAIN;A,1,A,NA
95971,129477,132139,132139,DENARB,303,44.65,44.03,474452,5,17.4,1.3,1.3,15166,alive,MAIN;A;ST,1,A,NA
96051,129565,132348,132348,HIRRUG,1403,278,40.62,474523,5,12.9,1.3,1.3,15181,alive,MAIN;A,1,A,NA
96056,129570,132353,132353,HIRRUG,1503,280.13,43.64,474526,5,15.2,1.3,1.3,15181,alive,MAIN;A,1,A,NA
96284,129825,132966,132966,MANBID,1209,222.1,166,474711,5,17.5,1.3,1.3,15266,alive,MAIN;A,1,A,NA
96299,129842,133001,133001,MYRLEP,104,3.25,63.09,474727,5,13.6,1.3,1.3,15166,alive,MAIN;A,1,A,NA
96433,129989,133293,133293,MICPRA,1504,294.37,66.48,474844,5,16.2,1.3,1.3,15183,alive,MAIN;A,1,A,NA
96535,130096,133715,133715,CECSCH,907,167.45,131.39,474942,5,72,1.3,1.3,15238,alive,MAIN;A;R;ST,2,A,NA
96559,130122,133743,133743,SLOBER,907,166.57,123.47,474960,5,14.2,1.3,1.3,15238,alive,MAIN;A,1,A,NA
96585,130148,133777,133777,CECSCH,907,171.45,127.37,474967,5,102,1.3,1.3,15238,alive,MAIN;A,1,A,NA
96635,130204,133848,133848,TETBAL,1007,182.51,124.6,475001,5,16.3,1.3,1.3,15237,alive,MAIN;A,1,A,NA
96716,130288,133993,133993,SLOBER,1307,255.65,122.02,475071,5,13,1.3,1.3,15240,alive,MAIN;A,2,A,NA
96824,130401,134263,134263,HIRRUG,1406,270.65,103.26,475154,5,25,1.3,1.3,15201,alive,MAIN;A,1,A,NA
96887,130468,134540,134540,SLOBER,510,81.29,186.71,475202,5,14.3,1.3,1.3,15250,alive,MAIN;A,1,A,NA
96963,130553,134707,134707,TETBAL,610,113.97,182.33,475236,5,18.6,1.3,1.3,15251,alive,MAIN;A,1,A,NA
97084,130683,134926,134926,GUAGUI,610,119.87,184.69,475318,5,NA,NA,NA,15251,stem dead,MAIN;A;LS;DP;ST,1,A,NA
97108,130709,134959,134959,TABHET,810,150.46,181.47,475334,5,30.4,1.3,1.3,15257,alive,MAIN;A,1,A,NA
97631,131297,136203,136203,MYRDEF,1008,197.01,148.41,475659,5,14.5,1.3,1.3,15237,alive,MAIN;A;ST,1,A,NA
97662,131336,136251,136251,TETBAL,1108,207.43,151.42,475684,5,16.6,1.3,1.29,15239,alive,MAIN;A,1,A,NA
97819,131507,136516,136516,INGLAU,115,7.59,299.84,475804,5,30.5,1.3,1.3,15281,alive,MAIN;A,1,A,NA
97871,131562,136614,136614,FAROCC,215,33.52,286.42,475843,5,26.1,1.3,1.3,15288,alive,MAIN;A,1,A,NA
97912,131604,136699,136699,CASSYL,415,69.86,296.33,475875,5,NA,NA,NA,15288,broken below,MAIN;A;LS;B,1,A,NA
98072,131788,136968,136968,MANBID,615,118.33,285.68,475991,5,33.4,1.35,1.35,15294,alive,MAIN;A,1,A,NA
98074,131790,136972,136972,GUTCAR,615,117.98,287.98,475993,5,23.8,1.3,1.3,15294,alive,MAIN;A,1,A,NA
98124,131842,137075,137075,MANBID,1210,220.6,185.61,476036,5,23,1.3,1.3,15265,alive,MAIN;A,2,A,NA
98196,161104,137190,174180,CORBOR,1310,249.93,189.88,486792,5,17.3,1.3,1.3,15272,alive,SPROUT;A,2,A,NA
98407,132150,137577,137577,SYZJAM,612,111.41,223.25,476218,5,19.1,1.3,1.3,15252,alive,MAIN;A,1,A,NA
98500,132249,137807,137807,OCOLEU,1112,204.93,239.39,476283,5,NA,NA,NA,15274,broken below,MAIN;A;LS;B,1,A,NA
98607,156415,138030,171170,CASARB,1409,271.22,176.83,476370,5,13,1.3,1.3,15272,alive,SPROUT;A,2,A,NA
98621,132394,138077,138077,MANBID,1208,227.12,150.83,476386,5,19.1,1.3,1.3,15239,alive,MAIN;A,1,A,NA
98663,132439,138146,138146,MICTET,1408,267.75,154.15,476424,5,43.1,1.3,1.3,15243,alive,MAIN;A,1,A,NA
98778,132572,138366,138366,TABHET,114,19.93,275.81,476519,5,14.5,1.3,1.3,15279,alive,MAIN;A,1,A,NA
98783,132577,138373,138373,CASSYL,114,15.14,262.74,476524,5,43.7,1.3,1.3,15279,alive,MAIN;A,1,A,NA
98940,132754,138778,138778,UREBAC,1014,196.24,261.57,476650,5,NA,NA,NA,15293,broken below,MAIN;A;LS;B,2,A,NA
99136,132984,139235,139236,GUTCAR,713,127.68,259.42,476814,5,24.1,1.3,1.3,15287,alive,SPROUT;A,2,A,NA
99187,133039,139351,139351,SLOBER,913,167.4,249.51,476860,5,14.5,1.3,1.3,15292,alive,MAIN;A,1,A,NA
99189,161122,139359,174375,MICIMP,913,170.79,249.1,486810,5,10.2,1.3,1.3,15292,alive,SPROUT;A,2,A,NA
99428,133311,139893,139893,SCHMOR,1613,307.58,244.88,477041,5,100,1.3,1.3,15307,alive,MAIN;A,1,A,NA
99470,133356,139980,139980,SLOBER,116,14.01,309.06,477076,5,19.5,1.3,1.3,15283,alive,MAIN;A,1,A,NA
99626,133520,140172,140172,SCHMOR,216,32.08,303.25,477132,5,165,1.3,1.3,15287,alive,MAIN;A,1,A,NA
99811,133732,140497,140497,SCHMOR,516,88.97,310.56,477250,5,63,1.3,1.3,15289,alive,MAIN;A,1,A,NA
100387,134381,141877,141877,MYRSPL,1016,196.84,302.67,477651,5,33,1.3,1.3,15301,alive,MAIN;A,1,A,NA
100670,134707,142411,142411,PREMON,517,88.93,334.52,477789,5,138,1.3,1.3,15313,alive,MAIN;A,1,A,NA
100714,134765,142518,142518,SAMSPI,617,110.58,328.95,477830,5,14.9,1.3,1.3,15314,alive,MAIN;A;ST,1,A,NA
100753,134809,142627,142627,SYZJAM,717,135.68,332.52,477866,5,15.2,1.3,1.3,15315,alive,MAIN;A,1,A,NA
100945,135021,143085,143085,MYRDEF,1414,278.24,265.28,477975,5,17.2,1.3,1.3,15299,alive,MAIN;A,1,A,NA
