treeID,stemID,tag,StemTag,sp,quadrat,gx,gy,MeasureID,CensusID,dbh,pom,hom,ExactDate,DFstatus,codes,nostems,status,date
124607,162788,174385,174385,MYRSPL,1113,206.01,246.01,488476,5,16.4,1.3,1.3,15293,alive,MAIN;A,1,A,NA
124627,162808,174429,174429,CASARB,314,54.07,265.14,488496,5,17,1.3,1.32,15282,alive,MAIN;A,1,A,NA
124677,162861,174528,174528,SLOBER,516,82.06,308.61,488549,5,11.2,1.3,1.32,15289,alive,MAIN;A,1,A,NA
124726,162911,174673,174673,PSYBER,1515,284.74,282.63,488599,5,14.3,1.3,1.3,15308,alive,MAIN;A,1,A,NA
124778,162963,174785,174785,CASARB,1017,193.36,324.08,488651,5,11.8,1.3,1.3,15357,alive,MAIN;A,1,A,NA
124890,163076,175041,175041,PIPBLA,719,132.66,360.4,488764,5,10.8,1.3,1.3,15317,alive,MAIN;A,1,A,NA
124974,163170,175189,175189,CASARB,721,125.97,400.61,488858,5,14,1.3,1.3,15370,alive,MAIN;A,1,A,NA
125010,163207,175255,175255,CASARB,1517,298.01,321,488895,5,11.7,1.3,1.3,15363,alive,MAIN;A,1,A,NA
125023,163221,175287,175287,CLUROS,520,84.72,393.05,488909,5,109,1.3,1.3,15371,alive,MAIN;A,1,A,NA
125038,163236,175335,175335,CASSYL,822,152.55,425.55,488924,5,14.5,1.3,1.3,15373,alive,MAIN;A,1,A,NA
125109,163308,175453,175453,PSYBER,1221,236.41,419.78,488996,5,12.7,1.3,1.3,15377,alive,MAIN;A,1,A,NA
125119,163318,175486,175486,MICRAC,1321,246.99,405.09,489006,5,10.4,1.3,1.3,15378,alive,MAIN;A,1,A,NA
125126,163325,175508,175508,OCOLEU,820,140.03,381.01,489013,5,10.3,1.3,1.3,15376,alive,MAIN;A,1,A,NA
125173,163373,175627,175627,MANBID,424,60.74,470.99,489061,5,16.1,1.3,1.3,15391,alive,MAIN;A,1,A,NA
125215,163417,175728,175728,PSYBER,1222,238.17,421.58,489105,5,12.9,1.3,1.3,15383,alive,MAIN;A,1,A,NA
125239,163441,175783,175783,MICIMP,1622,302.48,435.6,489129,5,12,1.3,1.3,15386,alive,MAIN;A,1,A,NA
125284,163493,175926,175926,MANBID,1323,257.75,453.43,489181,5,12.5,1.3,1.3,15405,alive,MAIN;A,1,A,NA
125301,163510,27333,27333,PREMON,605,116.05,97.65,489198,5,77,1.3,1.3,15191,alive,MAIN;A;NP,1,A,NA
125426,163635,79800,79800,PREMON,1217,232.16,333.57,489323,5,63,1.25,1.25,15358,alive,MAIN;A;NP,1,A,NA
125472,NA,10669,NA,PREMON,612,105.1,236.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,NA
125507,NA,14434,NA,PREMON,517,82.74,329.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,NA
125513,NA,14617,NA,PREMON,1017,181.53,329.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,NA
125564,NA,18174,NA,PREMON,823,148.22,458.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,NA
125604,NA,130182,NA,PREMON,1301,259.31,17.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
125625,NA,135067,NA,PREMON,1607,317.87,137.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
125631,NA,137063,NA,PREMON,1110,218.73,193.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
125651,NA,145423,NA,PREMON,519,95.63,362.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
125658,NA,15449,NA,PREMON,1518,283.12,345.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
125662,NA,15799,NA,PREMON,419,65.33,361.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
125724,NA,172915,NA,PREMON,301,52.27,18.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
125807,NA,176313,NA,SLOBER,701,128.08,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
125885,NA,176869,NA,GUAGLA,1512,284.32,236.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
125894,NA,176903,NA,SLOBER,404,71.63,61.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
125896,NA,176910,NA,MYRLEP,504,96.8,68.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
125905,NA,176938,NA,SLOBER,608,109.23,154.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126020,NA,177239,NA,CALCAL,1613,312.68,243.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126083,NA,177376,NA,CASSYL,1318,245.71,347.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126087,NA,177394,NA,CASARB,521,89.78,407.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126116,NA,177458,NA,PSYBER,1217,239,328.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126130,NA,177476,NA,PSYBER,1317,240.09,326.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126144,NA,177498,NA,GUAGLA,1614,308.52,274.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126156,NA,177514,NA,PSYBER,1316,250.23,318.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126171,NA,177531,NA,PSYBER,1316,254.87,318.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126179,NA,177539,NA,PSYBER,1316,257.1,319.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126292,NA,177696,NA,PSYBER,1516,293.28,310.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126320,NA,177729,NA,CASARB,1417,269.93,330.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126324,NA,177733,NA,PSYBER,1417,266.22,331.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126333,NA,177743,NA,PSYBER,1417,268.51,329.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126399,NA,177822,NA,PSYBER,621,112.52,409.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126409,NA,177836,NA,PSYBER,621,115.54,415.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126424,NA,177855,NA,PIPGLA,621,119.69,408.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126437,NA,177871,NA,PIPGLA,721,124,407.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126490,NA,177949,NA,CASSYL,1317,252.45,331.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126579,NA,178082,NA,CASARB,720,123.28,398.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126600,NA,178158,NA,PSYBER,1021,184.73,404.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126642,NA,178246,NA,PSYBER,821,143.77,402.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126700,NA,178337,NA,PSYBER,1220,237.48,394.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126707,NA,178345,NA,OCOLEU,1220,235.2,388.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126803,NA,178513,NA,PSYBER,622,112.79,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126810,NA,178523,NA,CASARB,622,117.19,434.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126869,NA,178613,NA,CASARB,1122,210.63,420.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126934,NA,178763,NA,MICRAC,324,47,479.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
127015,NA,179345,NA,CLUROS,1025,185.76,484.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
127017,NA,179361,NA,PSYBRA,1025,184.81,493.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
127025,NA,179417,NA,TETBAL,623,111.84,447.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
127033,NA,179463,NA,TETBAL,1023,184.31,453.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
